unit_name,building,sub_community,community,emirate,bedrooms,bathrooms,size_sqft,price_aed,price_period,agent,agency,dld_permit,listed_date,url
AIN DUBAI VIEW | VACANT | UNFURNISHED,Skyview Tower,,Dubai Marina,Dubai,2,2,1068,119999,yearly,Adnan Kusybi,fam Properties - Branch 7,7117648329,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-65577556.html
Marina View | Spacious | Vacant | Unfurnished,Skyview Tower,,Dubai Marina,Dubai,1,2,722,95000,yearly,Gopal Kishan Punjabi,fam Properties - Branch 6,7117648336,2026-02-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2PUj3I02rgG.html
Spacious 2 Bedroom | Prime Marina Location,Skyview Tower,,Dubai Marina,Dubai,2,2,1346,160000,yearly,Grant Sommerville,XO Property,7117648339,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-67839379.html
Exclusive | Very High Floor | Upgraded,Skyview Tower,,Dubai Marina,Dubai,3,5,1792,200000,yearly,Thomas Herring,Luxury Invest Group,7117648354,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2Pl6L8Grc3M.html
Panoramic Views | Multiple Cheque| Fully Furnished,Skyview Tower,,Dubai Marina,Dubai,3,4,1597,220000,yearly,Kyle Caruana,Strada,7117648360,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2Q9lmyY6l1M.html
Furnished |  Sea Views | Multiple Cheques,Skyview Tower,,Dubai Marina,Dubai,3,3,1596,200000,yearly,Lowri Scrivens,betterhomes - Dubai Marina,7117648380,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2PTAKoYXey0.html
FURNISHED 1 BHK | MID FLOOR | POOL VIEW | 92k only,Skyview Tower,,Dubai Marina,Dubai,1,2,721,92000,yearly,Wasiq Aziz,TERRATAG OASIS PROPERTIES L.L.C,7117648389,2026-02-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-16290987.html
Prime Location | Sea and Marina View Apartment,Skyview Tower,,Dubai Marina,Dubai,2,2,1068,105000,yearly,Shahroz Ali,APEX CAPITAL REAL ESTATE LLC,7117648396,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2QA0iOVoBQe.html
Spacious 2 Bedroom | Prime Marina Location,Skyview Tower,,Dubai Marina,Dubai,2,2,1452,135000,yearly,Iryna Kedysh,Dacha Real Estate,7117648414,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2PjVzumPWQz.html
FULLY UPGRADED | 2 BEDROOM | SKYVIEW TOWER,Skyview Tower,,Dubai Marina,Dubai,2,3,1597,144999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117648415,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2PupDAlPc7E.html
Fully Upgraded | Spacious | Marina View,Skyview Tower,,Dubai Marina,Dubai,2,3,1606,229999,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117648418,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-65164929.html
Fully Furnished || Marina and Sea View || Spacious,Skyview Tower,,Dubai Marina,Dubai,1,2,894,95000,yearly,Vishnu Lalwani ,Petals Real Estate Brokers,7117648422,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-skyview-tower-2Pv46svH6XY.html
MARINA VIEW FULLY FURNISHED 1 BEDROOM ESCAN TOWER,Escan Tower,,Dubai Marina,Dubai,1,2,775,89900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117660835,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16176637.html
Marina View | Prime Location | Vacant,Escan Tower,,Dubai Marina,Dubai,2,2,1187,120000,yearly,Muntaz Abdul Satar Ossumane Bacai,Mahel Real Estate,7117660847,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q56oQdHd9E.html
Vacant | Great Location | Flexible Payments,Escan Tower,,Dubai Marina,Dubai,2,2,1103,100000,yearly,Richard Crossley,McCone Properties,7117660855,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-67442861.html
Modern | Spacious Unit | Vacant,Escan Tower,,Dubai Marina,Dubai,2,2,1169,105000,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117660873,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q6samuhhLM.html
Fully Furnished 1 Bed | Ready | On High Floor,Escan Tower,,Dubai Marina,Dubai,1,2,778,85000,yearly,Najah Raghah,RAJHA REAL ESTATE BROKERS L.L.C,7117660882,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q6npEmNRz6.html
Luxury Upgraded 1BR | Marina View | Dubai Marina,Escan Tower,,Dubai Marina,Dubai,1,1,750,80000,yearly,Ali Muhammad  Inayat,MK REAL ESTATE L.L.C,7117660886,2026-02-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PXzGPL70Ii.html
Upgraded | Great Location | Close to Metro,Escan Tower,,Dubai Marina,Dubai,1,1,660,85000,yearly,Lucas McCone,McCone Properties,7117660887,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-67841726.html
Marina Views | high Floor | Unfurnished,Escan Tower,,Dubai Marina,Dubai,1,2,836,85000,yearly,Muhammad Usman Mahmood,Unicon Real Estate Broker,7117660892,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q3GTQSRm9g.html
Full Marina View | Fully Upgraded | Vacant,Escan Tower,,Dubai Marina,Dubai,1,2,778,99995,yearly,Jason Kadria,Dacha Real Estate,7117660907,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16338167.html
MARINA VIEW FULLY FURNISHED 1 BEDROOM ESCAN TOWER,Escan Tower,,Dubai Marina,Dubai,1,2,726,94499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117660915,2026-02-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16251494.html
Unfurnished | Spacious | Prime Location,Escan Tower,,Dubai Marina,Dubai,1,1,660,70000,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117660927,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q8LmzppNg0.html
Affordable 1BR l Prime Location l Move-In Ready,Escan Tower,,Dubai Marina,Dubai,1,2,778,72000,yearly,Nighat Haroon,UNDER ONE ROOF REAL ESTATE L.L.C,7117660934,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PwUXFzMZ84.html
Rent Escan Tower 2 BR Dubai Marina Vancat,Escan Tower,,Dubai Marina,Dubai,2,2,1169,115000,yearly,naz fatima,Oqood Properties,7117660937,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q7NLnEkGFE.html
Luxury | Furnished | Fully Upgraded,Escan Tower,,Dubai Marina,Dubai,2,2,1103,140000,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117660953,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Pl0QgpeY5J.html
Prime Location | High Floor | Spacious,Escan Tower,,Dubai Marina,Dubai,1,2,701,95000,yearly,Khalid Al Sogair,K M S PROPERTIES L.L.C,7117660959,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-67834697.html
MARINA VIEW FULLY FURNISHED 1 BEDROOM| ESCAN TOWER,Escan Tower,,Dubai Marina,Dubai,1,2,761,79999,yearly,Vikas Dahiya,Royal Manor Real Estate Broker,7117660973,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2QAfZ1i8he4.html
Sea View | Spacious | Renovated,Escan Tower,,Dubai Marina,Dubai,2,2,1103,110000,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117660976,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Pl0jcP3RJ2.html
Near Metro | Mid Floor | Multiple Options,Escan Tower,,Dubai Marina,Dubai,2,2,1169,90000,yearly,Yousif Alarif ,fam Properties - Branch 6,7117660994,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q57ytT5DhQ.html
Elegant 1 Bedroom - Marina - Biggest Layout,Escan Tower,,Dubai Marina,Dubai,1,2,836,85000,yearly,Asmae Faramarzi,Al Khail Real Estate Broker LLC,7117661014,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16174909.html
MARINA VIEW FULLY FURNISHED 1 BEDROOM ESCAN TOWER,Escan Tower,,Dubai Marina,Dubai,1,2,761,84499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117661022,2026-02-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16241376.html
Monthly Available | Studio | Near metro,Escan Tower,,Dubai Marina,Dubai,studio,1,351,80000,yearly,Ishan Munasinghe,Four Keys Realty,7117661026,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PvM653kKfY.html
High Floor | Vacant | Fully furnished,Escan Tower,,Dubai Marina,Dubai,1,2,756,90000,yearly,ZARKA Khan,Royal Place Real Estate,7117661038,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q8NzYzgINc.html
Fully Furnished | Vacant | Fully Upgraded,Escan Tower,,Dubai Marina,Dubai,2,2,1127,120000,yearly,Oliver Le Gallez,Apex Homes DXB,7117661047,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-65560752.html
Escan Marina Studio | Furnished | Canal View,Escan Tower,,Dubai Marina,Dubai,studio,1,353,65000,yearly,Adeel Rauf Raja Muhammad  Rauf,ECOVIBE PROPERTIES L.L.C,7117661050,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Q1kyOdPUzQ.html
Upgraded | 12 Cheques | Close to Metro,Escan Tower,,Dubai Marina,Dubai,1,2,837,84999,yearly,Richard Crossley,McCone Properties,7117661051,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-67441672.html
Fully Furnished | Partial Sea View | Good Location,Escan Tower,,Dubai Marina,Dubai,studio,1,358,70000,yearly,Raza Danish,NEXT SPACE PROPERTIES L.L.C,7117661064,2026-02-25,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PhmgS8swYC.html
Furnished | Spacious | Prime Location,Escan Tower,,Dubai Marina,Dubai,1,1,755,85000,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117661066,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-65161088.html
Stunning 1 BR Apartment in Escan Tower,Escan Tower,,Dubai Marina,Dubai,1,1,755,79000,yearly,Mahdi Mehrabi,RADIS HOME REAL ESTATE BROKERAGE,7117661069,2026-02-15,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16335633.html
Cheapest in Market | Only Family | Near Metro Tram,Escan Tower,,Dubai Marina,Dubai,2,2,1169,99999,yearly,Faisal Mughal,CASABELLA LUXURY REAL ESTATE LLC,7117661093,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Pg4Y1wgNnM.html
Luxury Upgraded | Near Metro and Tram | High Floor,Escan Tower,,Dubai Marina,Dubai,1,1,660,84999,yearly,Faisal Mughal,CASABELLA LUXURY REAL ESTATE LLC,7117661100,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Pjb4T96JQe.html
Fully Furnished | Partial Sea View | Good Location,Escan Tower,,Dubai Marina,Dubai,studio,1,355,64000,yearly,Irina Nikulina,A1 Properties LLC,7117661105,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PkzF21MNoe.html
Fully Furnished | Vacant  | Good Location,Escan Tower,,Dubai Marina,Dubai,1,2,837,80000,yearly,Lucy Cameron,XO Property,7117661113,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PqBkRlAI1x.html
MARINA VIEW FULLY FURNISHED 1 BEDROOM| ESCAN TOWER,Escan Tower,,Dubai Marina,Dubai,1,1,659,85999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117661123,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PqMPc8f0sq.html
Best Price | furnished | Sea view | Greenery,Escan Tower,,Dubai Marina,Dubai,studio,1,354,70000,yearly,Ishan Munasinghe,Four Keys Realty,7117661133,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PvBqBxZVeS.html
Full Marina View -2 Bathrooms-Furnished Best Price,Escan Tower,,Dubai Marina,Dubai,1,2,762,79998,yearly,Faisal Mughal,CASABELLA LUXURY REAL ESTATE LLC,7117661144,2026-02-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2PUUQumXlJo.html
Sea View | Vacant | Spacious Layout,Escan Tower,,Dubai Marina,Dubai,2,2,1105,110000,yearly,Passant Hossam Ismail Abdelrahman Eltabaa,fam Properties - Branch 6,7117661146,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-2Pl0N3Pasgi.html
Cheapest | Upgraded | Near Metro and Tram | High F,Escan Tower,,Dubai Marina,Dubai,1,1,755,69998,yearly,Faisal Mughal,CASABELLA LUXURY REAL ESTATE LLC,7117661154,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-16216954.html
1BR | Marina Living | Prime Location,Escan Tower,,Dubai Marina,Dubai,1,1,660,75000,yearly,Mark  Mishchenko,Intrust Real Estate LLC,7117661163,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-67456791.html
Upgraded | Furnished | Great Location,Escan Tower,,Dubai Marina,Dubai,2,2,1103,130000,yearly,Pauline Bruin,Elysian Real Estate - Palm Jumeirah Office,7117661164,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-escan-tower-67848119.html
Full Marina View | Furnished | UPGRADED,No.9,,Dubai Marina,Dubai,3,4,1805,265000,yearly,Cameron Nahar,Dacha Real Estate,7117763073,2026-02-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2PZFmKltjCj.html
Marina Views | Best Price | Vacant,No.9,,Dubai Marina,Dubai,1,2,661,114999,yearly,Dimitrije Vučurević,Apex Homes DXB,7117763083,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-65569821.html
MARINA VIEW | UPGRADED 2 BEDROOM | NO.9 TOWER,No.9,,Dubai Marina,Dubai,2,3,1074,169900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117763088,2026-01-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-16152801.html
Marina View | Spacious | Bright,No.9,,Dubai Marina,Dubai,1,2,659,104999,yearly,Artjom Rozakov,White & Co Real Estate,7117763089,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-67460663.html
Stunning View | Available Apr 2026,No.9,,Dubai Marina,Dubai,3,4,1760,300000,yearly,Anastasiia Khan,HANLAND REAL ESTATE L.L.C,7117763096,2026-02-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2PM6nYD8i7E.html
High Floor | Furnished| Marina View,No.9,,Dubai Marina,Dubai,1,2,681,135000,yearly,Sean Campbell,Luxfolio Real Estate Brokers LLC,7117763098,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2PjZAoNhNWC.html
Luxury | Great Location | Marina Views,No.9,,Dubai Marina,Dubai,2,2,1097,120000,yearly,Philip Neile,White & Co Real Estate,7117763102,2026-03-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-66330847.html
Exclusive | Bills Included | Marina and Palm View,No.9,,Dubai Marina,Dubai,3,4,3122,750000,yearly,Oliver Banks,betterhomes - Dubai Marina,7117763109,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/penthouse-for-rent-dubai-dubai-marina-no-9-2PT0VMQp4j2.html
Multiple Options | Marina View Furnished Modern,No.9,,Dubai Marina,Dubai,1,1,646,89900,yearly,Hammad Raza Khalid,fam Properties - Branch 6,7117763119,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-65555298.html
MARINA VIEW | UPGRADED 1 BEDROOM | NO.9 TOWER,No.9,,Dubai Marina,Dubai,1,2,681,139900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117763146,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-16220522.html
Bright 2BR | Well Maintained Unit | Low floor,No.9,,Dubai Marina,Dubai,2,3,1203,175000,yearly,Tarek Ahmed Reda Ghareb,Ocean Real Estate,7117763153,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-64436087.html
Vacant  | Marina View | Exclusive | No Agents,No.9,,Dubai Marina,Dubai,1,2,662,125000,yearly,Ningreithan Zingkhai,Megapolis Real Estate,7117763190,2026-03-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-66326087.html
Cheapest 2Bed | High Floor | Marina View,No.9,,Dubai Marina,Dubai,2,2,1006,160000,yearly,Callum Johal,haus & haus,7117763196,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-65152648.html
Fully Furnished | Marina View | Prime Location,No.9,,Dubai Marina,Dubai,1,2,681,140000,yearly,Victoria Beridze,Exclusive Links Real Estate Brokers - Marina Branch,7117763216,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2Q56k5TrXIO.html
Stunning Finishing |Vacant 3rd April | Marina View,No.9,,Dubai Marina,Dubai,2,3,1203,179999,yearly,Nilsu Memisoglu,Linda's Real Estate,7117763222,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2Q5LILS0Jpw.html
1 BHK | Vacant in No. 09 Tower | 2 Bathrooms |,No.9,,Dubai Marina,Dubai,1,2,647,140000,yearly,Mushtaq Ahmad Muhammad Rasheed Khan,FIVE LUXURY PROPERTIES L.L.C,7117763223,2026-02-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2PXxu6t1k0W.html
Marina View | Corner Unit | Flexible Furnishing,No.9,,Dubai Marina,Dubai,2,3,1074,170000,yearly,Jason Kadria,Dacha Real Estate,7117763247,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-67430055.html
SPACIOUS FULLY FURNISHED 02 BHK/MULTI PAYMENTS,No.9,,Dubai Marina,Dubai,2,3,1203,165000,yearly,Hazem Khalil,Sensatori Properties LLC,7117763248,2026-01-31,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-15333258.html
EXPANSIVE TERRACE | MARINA VIEWS  | OPULENT,No.9,,Dubai Marina,Dubai,3,3,1915,299990,yearly,Dhananjay Arora,Al Ranim Properties,7117763252,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2Q70j73TBk8.html
cosmetic upgrades | marina view | vacant feb,No.9,,Dubai Marina,Dubai,1,2,660,135000,yearly,Kyle Caruana,Strada,7117763257,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2Q9lmDPHAf2.html
Elegant 2BR Apartment | Direct sea view | Ready,No.9,,Dubai Marina,Dubai,2,3,1098,180000,yearly,Famara Sawo,FAMZO VISION PROPERTIES,7117763262,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-2PSyl6x7FU8.html
High Standard Tower - Marina View - High Floor,No.9,,Dubai Marina,Dubai,2,2,1203,169990,yearly,Omar Abed Al Aziz,Luxtown Properties,7117763263,2026-03-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-67073129.html
MARINA VIEW | UPGRADED 2 BEDROOM | NO.9 TOWER,No.9,,Dubai Marina,Dubai,2,3,1006,174900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7117763270,2026-01-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-16108927.html
| New Listing | Best Price in Market  | Vacant |,No.9,,Dubai Marina,Dubai,1,2,662,115000,yearly,Ningreithan Zingkhai,Megapolis Real Estate,7117763279,2026-03-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-no-9-66326043.html
