evidence date,data points,all developments,community/building,sub community / building,sub community / building.1,beds,annualised rental price (aed),contract rental price (aed),unit size (sq ft),plot size (sq ft),rent (aed/sq ft),unit type,floor level,unit no.,rent recurrence,view,developer name,source,comments,villa type,maid,study,balcony,select data points,price (aed),price (aed/sq ft),sales recurrence,frequency,chiller fee included,furnished,utilities
01 Mar 2026,Rental Contracts,Discovery Gardens,Contemporary Cluster,Building 151,,2,72050.0,72050.0,1485.0,,49.0,Apartment,5,504,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Mona Residence,,-,86112.0,86112.0,1345.0,,64.0,Office,-,306,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster S,Green Lake Tower 2,,-,585125.0,585125.0,4681.0,,125.0,Retail,G,CR2,Renewal,-,Asam Investments and Real Estate,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Wasl,Al Thuraya Building,,,2,71400.0,71400.0,1347.0,,53.0,Apartment,3,303,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 2,,-,85000.0,85000.0,2196.0,,39.0,Warehouse,-,7W,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Mankhool,,,2,82000.0,82000.0,,,,Apartment,-,703,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Downtown Dubai,Opera District,Forte,Forte 1,3,242000.0,242000.0,1646.0,,147.0,Apartment,17,1708,Renewal,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Business Bay,-,,,-,75000.0,75000.0,355.0,,211.0,Retail,-,Shop No 5,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Mona Residence,,-,96600.0,96600.0,1345.0,,72.0,Office,-,301,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 18,Tower 108,,2,100000.0,100000.0,1341.0,,75.0,Apartment,4,405,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City,CBD,CBD-4,,2,46200.0,46200.0,921.0,,50.0,Apartment,9,908,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Mankhool,,,2,82000.0,82000.0,,,,Apartment,-,108,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Mirdif,-,,,-,77000.0,77000.0,,15005.0,,Villa,G+1,0,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Maritime City,The Anwa,,,1,129645.0,130000.0,1006.0,,129.0,Apartment,43,4303,New Contract,-,Omniyat,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Al Basha 3,,,2,63525.0,63525.0,750.0,,85.0,Apartment,2,213,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Second,-,,,1,40000.0,40000.0,730.0,,55.0,Apartment,-,Flat 119,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai South,Dubai South Residential District,The Pulse,The Pulse Residence Park | The Pulse Residence Park B4,1,54552.0,27500.0,645.0,,85.0,Apartment,1,103,Renewal,-,Dubai South,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Emirates Stars Hotel Apartments Dubai,,-,202760.0,202760.0,161.0,,1259.0,Retail,-,shop.3,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Residence Complex,J One Residence,,,1,68000.0,68000.0,832.0,,82.0,Apartment,5,512,New Contract,-,Abdul Latif Jameel Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,1,55500.0,55500.0,818.0,,68.0,Apartment,-,303,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Safa,Al Safa 2,,,-,330000.0,330000.0,,5382.0,,Villa,G+1,,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Baza Building,,Studio,46200.0,46200.0,246.0,,188.0,Apartment,1,104,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Furjan,Al Furjan East,Al Furjan Villas,Quortaj 1 | Zone R,3,155925.0,155925.0,2683.0,2471.0,58.0,Townhouse,G+1,AFSDQMOTHA0465,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Furjan,Al Furjan East,Al Furjan Villas,Quortaj 1 | Zone W,3,152250.0,152250.0,2683.0,2471.0,57.0,Townhouse,G+1,AFSDQMOTHA0758,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Badaa,-,,,2,55000.0,55000.0,1211.0,,45.0,Apartment,-,110,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Downtown Dubai,Downtown,Damac Maison Mall Street,,2,150000.0,300000.0,1395.0,,108.0,Apartment,17,1709,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City Phase 2,R01 Building,,,2,52227.0,52227.0,1081.0,,48.0,Apartment,1,103,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Baza Building,,Studio,44720.0,44720.0,287.0,,156.0,Apartment,1,106,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Naif,,,1,33000.0,33000.0,9795.0,,3.0,Apartment,-,205,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Daghaya,Al Marri Souq,,-,55000.0,55000.0,1000.0,,55.0,Retail,-,25,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Trade Center 2,Sky Tower,,,2,75000.0,75000.0,1161.0,,65.0,Apartment,1,126,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Ras,Obaid Ghanim Abdulrahman Mutaiwei Building,,-,39900.0,39900.0,118.0,,338.0,Retail,-,S7,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Suq Al Kabeer,-,,,1,60000.0,60000.0,,,,Apartment,-,5,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 74,,Studio,34788.0,34788.0,527.0,,66.0,Apartment,4,403,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Sports City,Hamza Tower,,,1,50000.0,50000.0,837.0,,60.0,Apartment,14,1401,Renewal,-,Hamza Namera International FZC,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City,Spain Cluster,Block T,Building T-03,1,39500.0,39500.0,743.0,,53.0,Apartment,1,124,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Nad Al Hamar,-,,,-,52266.0,52266.0,463.0,,113.0,Retail,-,1,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Trade Center 2,Sky Tower,,,2,78000.0,78000.0,1165.0,,67.0,Apartment,2,214,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,City Walk,City Walk Building 13B,,,2,256000.0,256000.0,1979.0,,129.0,Apartment,1,107,Renewal,-,Meraas,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais First,-,,,1,48000.0,48000.0,861.0,,56.0,Apartment,-,214,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Oasis High Park,,,2,73000.0,73000.0,1439.0,,51.0,Apartment,2,202,Renewal,-,Fakhruddin Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 3,Bin Habtoor Warehouse,,-,142000.0,142000.0,2174.0,,65.0,Warehouse,-,55,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Production City,Midtown,Afnan,Afnan 4,2,95000.0,95000.0,969.0,,98.0,Apartment,11,1109,New Contract,-,Deyaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Oud Metha,Sheikha Building Oud Metha,,2,88000.0,88000.0,1670.0,,53.0,Apartment,-,502,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Al Rais Building,,2,88500.0,88500.0,1500.0,,59.0,Apartment,-,206,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais First,-,,,2,71380.0,71380.0,1130.0,,63.0,Apartment,3,311,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,55000.0,55000.0,1109.0,,50.0,Apartment,-,704,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Creek Harbour,Creek Beach,Mangrove,Mangrove Building 2,1,119000.0,119000.0,677.0,,176.0,Apartment,1,108,New Contract,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Raffa,Al Khaleej Centre,,-,95000.0,95000.0,300.0,,317.0,Retail,-,U003 - FCU,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Arjan,Central Towers,Central Towers A,,2,72930.0,72930.0,1215.0,,60.0,Apartment,8,B-806,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais First,-,,,1,42000.0,42000.0,700.0,,60.0,Apartment,-,707,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Trade Center 2,Al Kawakeb Buildings,Al Kawakeb A,,3,90000.0,90000.0,1339.0,,67.0,Apartment,8,805,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Sabkha,,,-,35000.0,35000.0,292.0,,120.0,Office,-,Flat No. 305,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Oud Mehta,Al Nasr Plaza Residences,,2,104000.0,104000.0,1873.0,,56.0,Apartment,-,316,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Raffa,DotCom,DotCom B,1,67000.0,67000.0,8159.0,,8.0,Apartment,5,509A,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jumeirah Village Triangle,JVT District 3,Milestone Residences,,1,95000.0,95000.0,781.0,,122.0,Apartment,3,305,New Contract,-,Axiom Prime Development,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Ras,,,-,650000.0,650000.0,1076.0,,604.0,Retail,-,38,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Buteen,,,-,50000.0,50000.0,980.0,,51.0,Office,-,301,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Mirage 3 Residence,,,2,92000.0,92000.0,1509.0,,61.0,Apartment,5,506,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Quoz,Al Quoz Industrial Area,Al Quoz Industrial Area 1,,-,48360.0,48360.0,,13066.0,,Factory,-,199,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jebel Ali,Jebel Ali Industrial,Jebel Ali Industrial 1,,-,630621.0,630621.0,,70069.0,,Labour Camp,-,760,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Al Rais Building,,1,55000.0,55000.0,,,,Apartment,3,308,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Port Saeed,,,Studio,32000.0,32000.0,409.0,,78.0,Apartment,-,FLAT NO 2,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Nahda Oasis 2 Building,,1,45600.0,45600.0,743.0,,61.0,Apartment,7,708,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Umm Suqeim,Umm Suqeim 2,,,-,184000.0,61501.0,,10118.0,,Villa,G+1,,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,DAMAC Hills,Loreto,Loreto 1,Loreto 1 - Tower A,Studio,40180.0,40180.0,418.0,,96.0,Apartment,8,A803,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Trade Center 2,Sky Tower,,,3,93000.0,93000.0,1458.0,,64.0,Apartment,8,85,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Barsha,Al Barsha 1,Belselah Residence,,1,76000.0,76000.0,868.0,,88.0,Apartment,2,210,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,,,-,84525.0,84525.0,,20717.0,,Factory,-,77,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Garhoud,-,,,-,40000.0,40000.0,570.0,,70.0,Office,-,12,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Liwan,Queue Point,Zabeel House 3,,2,76000.0,76000.0,1568.0,,48.0,Apartment,5,510,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,52000.0,52000.0,1109.0,,47.0,Apartment,-,902,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Souq Al Kabeer,Samayen,,-,56000.0,56000.0,716.0,,78.0,Retail,-,6,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Rashid Residence,,1,50800.0,50800.0,945.0,,54.0,Apartment,4,401,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Latif Residence,,,1,45623.0,45623.0,675.0,,68.0,Apartment,1,103,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,,,-,142800.0,142800.0,,35000.0,,Factory,-,10,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Jaffiliya,-,,,1,67500.0,67500.0,732.0,,92.0,Apartment,-,203,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Furjan,Al Furjan East,Al Furjan Villas,Barjeel 1,3,229685.0,460000.0,2683.0,2449.0,86.0,Townhouse,G+1,AFSBDMOTHA0208,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Waterfront,Badrah,Badrah Townhouses,,2,80000.0,80000.0,1179.0,1022.0,68.0,Villa,G+1,WF-BM-26-Q4-T24,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 2,,-,127000.0,127000.0,32292.0,,4.0,Warehouse,-,S2,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Unknown,-,,,-,125000.0,125000.0,1744.0,,72.0,Warehouse,-,S.4,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Marina,Al Seef Tower,,,3,235000.0,187356.0,3554.0,,66.0,Apartment,30,3002,New Contract,-,Deyaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Suq Al Kabeer,-,,,1,55652.0,55652.0,936.0,,59.0,Apartment,-,211,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Business Bay,Peninsula,Peninsula Five,The Peninsula Five 3,1,125000.0,125000.0,816.0,,153.0,Apartment,15,1501,Renewal,-,Select Group,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Qube Residence,,1,43143.0,43143.0,538.0,,80.0,Apartment,2,206,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Madinat Dubai Al Melaheyah,,,-,133100.0,133100.0,2153.0,,62.0,Office,-,Office No.208,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Mankhool,,,1,52500.0,52500.0,,,,Apartment,-,Flat #606,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Barsha,Al Barsha 2,,,-,75268.0,75268.0,312.0,,241.0,Retail,-,4,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Mirdif,-,,,-,45000.0,45000.0,,753.0,,Villa Complex,-,0,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster L,Me Do Re,,2,190000.0,190000.0,1512.0,,126.0,Apartment,11,1101,Renewal,-,Me Do Re Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 15,2,45980.0,45980.0,989.0,,46.0,Apartment,3,322,Renewal,-,Wasl,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R453,Al Wasl Building R453-1,1,34233.0,34233.0,665.0,,51.0,Apartment,3,343,Renewal,-,Wasl,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Sports City,Elite Sports Residence,Elite Sports Residence 10,Elite 10 Sports Residence Tower 1,1,52500.0,52500.0,738.0,,71.0,Apartment,7,711,New Contract,-,Triplanet International,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Garhoud,Manazel Garhoud Building,,,2,104000.0,104000.0,1618.0,,64.0,Apartment,6,606,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Axis Residence,Axis Residence 3,,1,60000.0,60000.0,813.0,,74.0,Apartment,6,615,New Contract,-,GGICO,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Binghatti Apartments,,,1,53000.0,53000.0,773.0,,69.0,Apartment,4,411,Renewal,-,Binghatti,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Arjan,Lincoln Park,Lincoln Park Residences A,,1,58000.0,58000.0,951.0,,61.0,Apartment,4,422,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City,France Cluster,Block Q,Building Q-06,1,35885.0,35885.0,732.0,,49.0,Apartment,2,203,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Marina,Marinascape,Marinascape Oceanic,,2,143000.0,143000.0,1817.0,,79.0,Apartment,3,303,Renewal,-,Trident,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City,France Cluster,Block P,Building P-22,-,46000.0,46000.0,527.0,,87.0,Retail,G,S05,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,2,60000.0,60000.0,1173.0,,51.0,Apartment,-,604,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,The Greens,Emaar Business Park,Emaar Business Park Building 4,,-,212036.0,212036.0,1106.0,,192.0,Office,3,306,Renewal,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Muraqqabat,,,2,68000.0,68000.0,,,,Apartment,-,211,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 1,Al Salem Tower 2,,Studio,38000.0,38000.0,501.0,,76.0,Apartment,13,1313,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Meydan,Meydan Avenue,Azizi Park Avenue II,,1,90000.0,90000.0,682.0,,132.0,Apartment,2,201,New Contract,-,Azizi,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Umm Suqeim,Umm Suqeim 1,,,-,275000.0,275000.0,,20118.0,,Villa,G+1,,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Saif Residence,,2,55000.0,55000.0,969.0,,57.0,Apartment,1,102,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,The Greens,Al Jaz,Al Jaz 2,,3,132825.0,132825.0,2065.0,,64.0,Apartment,3,307,Renewal,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Liwan,Queue Point,,,1,56000.0,56000.0,662.0,,85.0,Apartment,6,610,Renewal,-,Al Mazaya Real Estate FZ LLC,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Murar,,,Studio,42000.0,42000.0,554.0,,76.0,Apartment,4,F407,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City Phase 2,Al Maha Residence,,,1,75000.0,75000.0,900.0,,83.0,Apartment,6,606,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,International City,Emirates Cluster,Building 22,,Studio,30000.0,30000.0,418.0,,72.0,Apartment,G,006,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Liwan,Queue Point,,,1,46500.0,46500.0,1163.0,,40.0,Apartment,2,210,Renewal,-,Al Mazaya Real Estate FZ LLC,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 1,,,-,53000.0,53000.0,140.0,,379.0,Office,-,B C-2 -19,New Contract,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Ayal Nasir,,,Studio,24255.0,24255.0,280.0,,87.0,Apartment,-,206,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Mirdif,Uptown Mirdiff,Garden Apartments,,2,105000.0,105000.0,1632.0,,64.0,Apartment,3,3309,Renewal,-,Union properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Town Square,Safi Apartments,Safi Apartments 1A,,1,47400.0,47400.0,573.0,,83.0,Apartment,5,519,Renewal,-,Nshama,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Baraha,,,1,38800.0,38800.0,451.0,,86.0,Apartment,-,403,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Umm Hurair,Umm Hurair 1,Nasser Ahmed Nasser Lootah,2,81000.0,81000.0,1000.0,,81.0,Apartment,4,420,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Downtown Dubai,Downtown,Burj Khalifa,,2,262500.0,262500.0,1716.0,,153.0,Apartment,62,6212,Renewal,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 1,Bin Shabib Mall,,1,49000.0,49000.0,812.0,,60.0,Apartment,4,B6-404,Renewal,-,Abdulwahed Bin Shabib Real Estate,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Motor City,Uptown Motor City,Dickens Circus,Dickens Circus 1,1,74389.0,37500.0,1087.0,,69.0,Apartment,4,401,New Contract,-,Union Properties,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai Creek Harbour,Creekside 18,Creekside 18 A,,2,121000.0,121000.0,1130.0,,107.0,Apartment,29,2906,Renewal,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Bur Dubai,Al Raffa,SRG Al Raffa Building,,Studio,41003.0,41003.0,376.0,,109.0,Apartment,2,223,Renewal,-,SRG,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 2,,-,85000.0,85000.0,2196.0,,39.0,Warehouse,-,12W,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Twar 5,Abdulla Al Fahed Building,,,1,41475.0,41475.0,800.0,,52.0,Apartment,3,302,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Ras,,,-,36000.0,36000.0,215.0,,167.0,Office,-,304,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Sharhan Building,,2,55000.0,55000.0,1598.0,,34.0,Apartment,-,301,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Baraha,,,Studio,26000.0,26000.0,108.0,,241.0,Apartment,-,407,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Wasl,-,,,-,216476.0,216476.0,,3768.0,,Villa,G+1,0,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 15,2,46199.0,46199.0,915.0,,50.0,Apartment,4,403,Renewal,-,Wasl,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Trade Center 1,API World Tower,,,-,261820.0,261820.0,2025.0,,129.0,Office,-,LX00501,New Contract,-,API,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 10,Plazzo Heights,,1,63000.0,63000.0,878.0,,72.0,Apartment,3,317,New Contract,-,Empire Developments,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Arjan,Uniestate Supreme Residence,,,1,72000.0,72000.0,718.0,,100.0,Apartment,6,618,New Contract,-,UniEstate,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Naif,,,-,34000.0,34000.0,229.0,,148.0,Retail,-,SHOP-09,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Baraha,,,Studio,24000.0,24000.0,108.0,,222.0,Apartment,-,410,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Deira,Al Baraha,,,Studio,24000.0,24000.0,108.0,,222.0,Apartment,-,310,Renewal,-,,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Dubai South,Emaar South,Golf Views,Golf Views Block A,1,40910.0,40910.0,647.0,,63.0,Apartment,2,210,Renewal,-,Emaar,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 15,Seasons Community,Summer | Summer 1 Block A,1,60000.0,60000.0,725.0,,83.0,Apartment,3,310,New Contract,-,Ishraqah,-,-,,,,,,,,,,,,
01 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,-,188000.0,188000.0,1464.0,,128.0,Retail,-,1,Renewal,-,,-,-,,,,,,,,,,,,
